date,equity
1992-02-29,1.0
1992-03-31,1.06405255
1992-04-30,1.1807462993543578
1992-05-31,1.2128784088897446
1992-06-30,1.3012826054554119
1992-07-31,1.2974410500373688
1992-08-31,1.381430351486297
1992-09-30,1.3465897110205665
1992-10-31,1.2786902275107603
1992-11-30,1.1762945170449193
1992-12-31,1.1629459856802193
1993-01-31,1.1159286609521608
1993-02-28,1.2302103125187946
1993-03-31,1.2559167256986719
1993-04-30,1.2913312539174318
1993-05-31,1.1475139746980796
1993-06-30,1.1656151929140197
1993-07-31,1.1602030317625853
1993-08-31,1.133998523658771
1993-09-30,1.0949220798719987
1993-10-31,1.0548022078026282
1993-11-30,1.032117104120521
1993-12-31,1.0317267161470585
1994-01-31,0.9853816552304042
1994-02-28,0.9542879272457923
1994-03-31,0.9904462880671854
1994-04-30,1.0187904936650396
1994-05-31,1.0073305574817137
1994-06-30,1.0518311376136384
1994-07-31,1.0496983711708334
1994-08-31,0.9549417213138287
1994-09-30,0.9359056838551457
1994-10-31,0.9138469484300903
1994-11-30,0.914791299589659
1994-12-31,0.9272317568747778
1995-01-31,0.9751013202693573
1995-02-28,0.944767049313309
1995-03-31,0.9151478748467088
1995-04-30,0.8960653943899802
1995-05-31,0.9168832784684151
1995-06-30,0.8258146445229921
1995-07-31,0.7449195431236876
1995-08-31,0.7684217323616536
1995-09-30,0.7806043289276018
1995-10-31,0.818130336444225
1995-11-30,0.8014807704998327
1995-12-31,0.851173155336977
1996-01-31,0.8855491195571146
1996-02-29,0.8440035914685837
1996-03-31,0.8574075163459893
1996-04-30,0.7298769967350921
1996-05-31,0.7262988769413778
1996-06-30,0.8338009448154956
1996-07-31,0.9282955558633791
1996-08-31,0.8679121578638004
1996-09-30,0.7973739945719942
1996-10-31,0.8803723666123551
1996-11-30,0.8545930388615022
1996-12-31,0.8855636444165901
1997-01-31,0.856796047438262
1997-02-28,0.9790846794737417
1997-03-31,1.0627028386550823
1997-04-30,1.0884399392341355
1997-05-31,0.9300157754591037
1997-06-30,0.9496792106015287
1997-07-31,0.9132093446522457
1997-08-31,0.8677439024072774
1997-09-30,0.8588130474539456
1997-10-31,0.9414638496281679
1997-11-30,1.0378703315376792
1997-12-31,1.1459718643105725
1998-01-31,1.108773216504899
1998-02-28,1.019611318089247
1998-03-31,1.0509822908874633
1998-04-30,0.9755124296790004
1998-05-31,1.0810622502423133
1998-06-30,1.0419584773302035
1998-07-31,1.096749738825595
1998-08-31,1.3653254780133341
1998-09-30,1.1927472316788115
1998-10-31,1.0524682416885387
1998-11-30,0.9820659993067058
1998-12-31,0.8650000199798691
1999-01-31,0.7155489927778322
1999-02-28,0.7545399013883898
1999-03-31,0.6933310209558425
1999-04-30,0.6887188166049992
1999-05-31,0.7216377784826068
1999-06-30,0.6154383372802366
1999-07-31,0.6336399568772164
1999-08-31,0.6232480841652421
1999-09-30,0.5815101696305922
1999-10-31,0.5165515643043117
1999-11-30,0.3965948607321786
1999-12-31,0.2874268030126154
2000-01-31,0.29328610186567666
2000-02-29,0.15713253688192194
2000-03-31,0.19681295400937712
2000-04-30,0.2562708520059853
2000-05-31,0.29273728961032947
2000-06-30,0.19740735319287803
2000-07-31,0.23358584347930106
2000-08-31,0.18645713156510685
2000-09-30,0.21487200881912974
2000-10-31,0.24246336893277962
2000-11-30,0.3286927262576538
2000-12-31,0.3512466942199659
2001-01-31,0.3011088489204047
2001-02-28,0.4019612531186036
2001-03-31,0.4945886736984005
2001-04-30,0.34506835506449973
2001-05-31,0.35645527606532385
2001-06-30,0.3584618483635618
2001-07-31,0.41252042583743637
2001-08-31,0.4921754551846944
2001-09-30,0.6236969181525606
2001-10-31,0.44519332588287913
2001-11-30,0.36721642824578105
2001-12-31,0.36263498100452246
2002-01-31,0.3927152263073647
2002-02-28,0.47978665607233256
2002-03-31,0.4343496746692422
2002-04-30,0.5086668345092016
2002-05-31,0.5582036746479859
2002-06-30,0.6585935130850686
2002-07-31,0.7209039278733544
2002-08-31,0.7289224052913434
2002-09-30,0.8296954758909804
2002-10-31,0.6673536664967404
2002-11-30,0.49615602231409534
2002-12-31,0.5886802492059952
2003-01-31,0.5726783835771257
2003-02-28,0.5799682930608708
2003-03-31,0.5858622034400531
2003-04-30,0.49887780673291005
2003-05-31,0.41451670655576933
2003-06-30,0.42159391194831153
2003-07-31,0.40932142700185237
2003-08-31,0.37048144481828743
2003-09-30,0.38819002441731115
2003-10-31,0.35214447666023146
2003-11-30,0.3505511285466869
2003-12-31,0.3648476271781162
2004-01-31,0.3452042856579905
2004-02-29,0.36056687746219945
2004-03-31,0.37781819971437836
2004-04-30,0.39115226162961214
2004-05-31,0.37517416112475643
2004-06-30,0.3764511564239432
2004-07-31,0.42464486262365475
2004-08-31,0.46103489754805865
2004-09-30,0.4385031354902043
2004-10-31,0.4331931563165187
2004-11-30,0.41049518215624925
2004-12-31,0.4014346339768528
2005-01-31,0.42496125665216844
2005-02-28,0.42229499448296937
2005-03-31,0.4448958805287524
2005-04-30,0.475202027747854
2005-05-31,0.4482153283521547
2005-06-30,0.45184904139417864
2005-07-31,0.427130671214143
2005-08-31,0.4231909972977457
2005-09-30,0.41050556784768755
2005-10-31,0.4180673595512281
2005-11-30,0.3924241403427339
2005-12-31,0.38666498252268494
2006-01-31,0.3373509911795847
2006-02-28,0.34692555544435716
2006-03-31,0.3285078674792605
2006-04-30,0.32761042997640855
2006-05-31,0.3493857648433193
2006-06-30,0.35341144352756637
2006-07-31,0.39111250339682163
2006-08-31,0.38952949118382313
2006-09-30,0.3953960624105157
2006-10-31,0.38162412891763187
2006-11-30,0.36921834897839684
2006-12-31,0.38008017682471684
2007-01-31,0.368303753621971
2007-02-28,0.37081662015522054
2007-03-31,0.363890574070953
2007-04-30,0.3559894398695848
2007-05-31,0.3392795839135528
2007-06-30,0.3320556667624363
2007-07-31,0.3277902390539261
2007-08-31,0.32929534366088287
2007-09-30,0.3172188156217652
2007-10-31,0.3154412419221707
2007-11-30,0.33785222865315695
2007-12-31,0.3387418307349459
2008-01-31,0.35256501766815235
2008-02-29,0.3632253039914231
2008-03-31,0.37362233410568135
2008-04-30,0.36465791256545355
2008-05-31,0.3605148261657872
2008-06-30,0.38824911998312517
2008-07-31,0.3916592323611642
2008-08-31,0.38479028141127547
2008-09-30,0.42207439720411966
2008-10-31,0.47014477951972666
2008-11-30,0.5463007867086148
2008-12-31,0.5160630436273008
2009-01-31,0.5688618458287231
2009-02-28,0.6108624916535708
2009-03-31,0.5345663162222822
2009-04-30,0.36203539582097255
2009-05-31,0.3192018549706044
2009-06-30,0.3399707555844522
2009-07-31,0.3086035000078776
2009-08-31,0.2680605423763827
2009-09-30,0.2505676592698132
2009-10-31,0.2763310911435269
2009-11-30,0.2652871736721119
2009-12-31,0.25728091288555704
2010-01-31,0.25683666850608666
2010-02-28,0.24503179001457548
2010-03-31,0.22311467407461386
2010-04-30,0.20985037060092687
2010-05-31,0.22404807652492548
2010-06-30,0.2489184301974596
2010-07-31,0.23295038508663732
2010-08-31,0.24885227955331027
2010-09-30,0.22171450297653256
2010-10-31,0.21778735601967533
2010-11-30,0.20916858692358725
2010-12-31,0.19659495070057245
2011-01-31,0.19779605541567563
2011-02-28,0.1878547722655488
2011-03-31,0.18701076143778464
2011-04-30,0.1881160941535855
2011-05-31,0.19563698500365057
2011-06-30,0.19738341680507968
2011-07-31,0.2026311707543096
2011-08-31,0.22632476870863635
2011-09-30,0.2564642616242459
2011-10-31,0.22580881145089723
2011-11-30,0.2367935723772929
2011-12-31,0.2515766945541077
2012-01-31,0.21610887881327714
2012-02-29,0.20806782401228513
2012-03-31,0.2096355838560441
2012-04-30,0.21704644072992085
2012-05-31,0.23745292135904966
2012-06-30,0.2371936061472211
2012-07-31,0.24672251297152076
2012-08-31,0.2268856750498672
2012-09-30,0.2294581139090096
2012-10-31,0.23479975653678073
2012-11-30,0.22925390133926268
2012-12-31,0.21766942889244717
2013-01-31,0.2143849648159204
2013-02-28,0.22033921565013043
2013-03-31,0.2183934220706457
2013-04-30,0.2210544738487472
2013-05-31,0.19643447434967978
2013-06-30,0.20303615773245512
2013-07-31,0.1914377903150054
2013-08-31,0.18447153950507575
2013-09-30,0.17689772471249296
2013-10-31,0.18626025437710303
2013-11-30,0.18128157365567937
2013-12-31,0.178888810972762
2014-01-31,0.17435439821442014
2014-02-28,0.1679817310113312
2014-03-31,0.18061756879060006
2014-04-30,0.1924446203237397
2014-05-31,0.19097979153166772
2014-06-30,0.17967766476276106
2014-07-31,0.18109588752238323
